DurationOfPitch,NumberOfFollowups,NumberOfTrips,MonthlyIncome,CityTier,ProductPitched,PreferredPropertyStar,Passport,PitchSatisfactionScore,Designation,MaritalStatus_Married,MaritalStatus_Unmarried
-0.04453076168186398,4.0,3.0,0.05970784975792552,1,2,4.0,1,4,0,True,False
1.6906311439115316,3.0,1.0,1.9146736894546585,1,0,5.0,0,3,2,False,True
-1.0360518505923757,5.0,5.0,0.5182009011029968,1,1,5.0,0,2,1,False,True
-0.04453076168186398,6.0,3.0,-0.5443542697247817,1,0,5.0,1,3,2,True,False
-0.16847089779567795,3.0,6.0,0.6516887268509786,3,3,3.0,0,3,3,True,False
-0.7881715783647478,2.0,2.0,0.2781604785413439,2,2,5.0,0,1,0,True,False
-0.16847089779567795,4.0,3.0,0.45066477561329077,1,1,3.0,1,4,1,False,True
-0.6642314422509338,4.0,3.0,-0.551484183266217,1,0,3.0,0,3,2,True,False
0.20334951054576395,4.0,3.0,-0.20845612066161073,1,0,3.0,1,3,2,True,False
-1.0360518505923757,4.0,3.0,-0.3785837798864125,1,0,5.0,0,2,2,False,True
1.9385114161391594,4.0,5.0,-0.9634347434380304,1,2,3.0,0,1,0,False,True
-0.2924110339094919,4.0,4.0,-0.23737188113520918,1,2,5.0,0,3,0,False,True
-0.2924110339094919,3.0,2.0,-0.7693426525878491,3,0,4.0,0,5,2,False,True
0.6991100550010199,3.0,1.0,1.0030350219205926,1,1,3.0,1,5,1,False,False
0.9469903272286477,3.0,2.0,0.6675329791652791,1,1,5.0,1,4,1,False,False
-0.04453076168186398,3.0,2.0,-1.2391247337068594,1,0,5.0,0,5,2,True,False
-0.6642314422509338,5.0,3.0,1.0808699114145939,3,1,3.0,1,1,1,True,False
0.07940937443194998,4.0,2.0,0.29301446508600065,2,2,3.0,1,3,0,False,False
0.07940937443194998,5.0,3.0,-0.1343842410922558,3,2,4.0,0,4,0,True,False
-0.6642314422509338,3.0,2.0,-1.10365637641959,1,0,5.0,0,3,2,False,True
-0.2924110339094919,5.0,6.0,-0.7463684867321133,1,2,4.0,0,4,0,False,False
2.434271960594415,3.0,1.0,-0.37085970688319103,1,2,5.0,1,3,0,True,False
1.4427508716839037,4.0,4.0,-0.48038310100579334,3,2,3.0,1,1,0,False,False
-0.2924110339094919,5.0,8.0,0.7917123066786094,3,1,3.0,0,4,1,False,True
-0.16847089779567795,4.0,3.0,0.3476771355703374,1,2,3.0,1,3,0,True,False
-0.7881715783647478,3.0,2.0,-1.3987555757734371,1,0,4.0,0,3,2,False,True
2.558212096708229,5.0,3.0,-0.4021521052039346,1,0,4.0,0,3,2,False,True
-1.1599919867061896,4.0,2.0,-0.4102722845150136,1,2,3.0,0,2,0,False,False
2.186391688366787,5.0,3.0,-0.09556582292221955,3,2,5.0,0,3,0,True,False
-0.7881715783647478,4.0,4.0,-0.2738136614581004,1,0,3.0,0,4,2,False,True
-0.9121117144785618,5.0,1.0,-0.37897988619427003,3,2,3.0,0,5,0,False,True
-0.6642314422509338,4.0,7.0,-0.40254821151179204,1,0,3.0,0,1,2,True,False
0.4512297827733919,4.0,2.0,1.7607863888520148,3,3,5.0,1,5,3,False,True
0.07940937443194998,5.0,2.0,-0.38987280966035165,3,0,4.0,0,4,2,False,False
2.434271960594415,2.0,5.0,1.6740391074312195,3,3,3.0,1,1,3,True,False
-0.7881715783647478,5.0,4.0,0.10347759677618071,3,2,4.0,0,3,0,True,False
0.07940937443194998,4.0,3.0,0.22963745582879858,3,1,4.0,0,4,1,True,False
-0.5402913061371198,4.0,6.0,2.9857451459013737,1,4,3.0,0,4,4,True,False
-0.5402913061371198,3.0,5.0,2.150951102091665,1,4,5.0,0,4,4,True,False
-0.9121117144785618,4.0,1.0,0.2696441929224074,3,2,4.0,1,1,0,False,True
-0.6642314422509338,4.0,6.0,-0.07576050752934389,1,2,4.0,0,2,0,False,True
-1.1599919867061896,4.0,2.0,-0.5055358515547455,1,2,3.0,0,5,0,True,False
-0.9121117144785618,3.0,3.0,-0.23103418020948896,1,2,3.0,0,2,0,True,False
-1.1599919867061896,4.0,2.0,-1.2619008464086663,3,0,4.0,1,5,2,False,True
-0.6642314422509338,2.0,8.0,0.3910507762807351,1,2,5.0,0,1,0,True,False
-0.5402913061371198,3.0,7.0,1.9324984733082466,3,4,3.0,0,4,4,False,False
-0.16847089779567795,5.0,3.0,0.41679768629147346,1,1,3.0,0,2,1,False,True
-1.0360518505923757,4.0,3.0,2.6349930102935457,1,4,4.0,1,1,4,True,False
-1.0360518505923757,4.0,4.0,1.7300881499930576,1,1,3.0,1,3,1,True,False
-1.1599919867061896,3.0,2.0,2.109557992920555,1,4,3.0,1,3,4,True,False
-0.2924110339094919,4.0,2.0,-0.7907323932121547,1,2,3.0,0,2,0,False,True
0.8230501911148338,4.0,5.0,-0.43799972606503945,3,2,3.0,0,5,0,True,False
-0.2924110339094919,4.0,3.0,-0.7641932705857014,1,0,3.0,1,5,2,False,True
0.07940937443194998,4.0,2.0,-1.4120251370866637,1,0,5.0,0,3,2,False,True
-0.9121117144785618,4.0,1.0,-1.1789165749125174,1,0,5.0,1,4,2,True,False
-0.04453076168186398,4.0,3.0,-0.45463619099505503,3,0,3.0,0,3,2,True,False
-0.41635117002330585,4.0,2.0,0.639211378153467,1,1,4.0,0,3,1,False,True
-0.9121117144785618,4.0,3.0,1.362897602609143,3,3,3.0,0,3,3,False,False
-0.7881715783647478,5.0,7.0,0.3979826366682416,1,2,3.0,1,1,0,False,True
2.434271960594415,2.0,3.0,-0.2892618074645434,1,2,3.0,0,5,0,True,False
1.4427508716839037,4.0,3.0,0.4088755601343232,3,2,3.0,0,1,0,True,False
0.6991100550010199,4.0,2.0,0.11872768962869495,1,2,4.0,0,3,0,True,False
-0.2924110339094919,4.0,5.0,-0.7439918488849682,1,2,5.0,0,3,0,False,False
2.0624515522529734,4.0,5.0,1.198711538002204,1,1,3.0,0,1,1,False,False
1.5666910077977176,2.0,3.0,0.09298077961795662,3,2,3.0,0,3,0,False,True
-0.2924110339094919,3.0,1.0,2.080246126139099,1,4,3.0,1,4,4,True,False
-0.9121117144785618,3.0,6.0,-0.23737188113520918,1,0,3.0,1,1,2,False,True
2.558212096708229,4.0,5.0,1.5124277338253542,3,1,3.0,0,4,1,False,False
1.8145712800253455,4.0,1.0,0.6903090918670861,3,3,3.0,0,1,3,True,False
-0.6642314422509338,4.0,5.0,-0.15062459971441383,1,2,4.0,0,4,0,False,True
1.5666910077977176,3.0,2.0,-1.0097791814573593,3,0,3.0,0,1,2,False,True
2.186391688366787,4.0,3.0,-0.38749617181320656,1,0,3.0,0,3,2,True,False
-0.6642314422509338,5.0,7.0,0.06010395606578304,3,2,3.0,0,3,0,False,True
-0.5402913061371198,4.0,3.0,0.8887583521037001,3,2,4.0,0,3,0,False,True
-0.7881715783647478,5.0,3.0,-0.5136560308658245,1,0,3.0,0,3,2,False,True
1.9385114161391594,4.0,5.0,1.8033678169466973,1,3,3.0,1,4,3,False,False
-0.41635117002330585,5.0,6.0,0.44591149991900064,1,1,3.0,0,3,1,True,False
0.8230501911148338,3.0,5.0,-1.1801048938360899,1,0,5.0,1,1,2,True,False
-0.2924110339094919,3.0,2.0,-0.23737188113520918,1,2,4.0,0,4,0,True,False
-0.7881715783647478,4.0,3.0,-0.04327979028502784,3,2,3.0,0,1,0,True,False
-0.7881715783647478,4.0,3.0,2.84770209761303,1,4,4.0,1,3,4,False,True
-0.41635117002330585,3.0,5.0,-1.2819042149554707,2,0,5.0,1,1,2,True,False
0.07940937443194998,4.0,3.0,-0.36670059065068716,3,2,3.0,1,4,0,True,False
-1.1599919867061896,4.0,2.0,-1.1307896585078296,1,0,4.0,0,4,2,False,True
-1.1599919867061896,3.0,1.0,-1.1000914196488722,2,0,4.0,1,1,2,True,False
0.32728964665957794,2.0,2.0,-0.4621622108443478,3,0,3.0,0,3,2,False,False
0.07940937443194998,5.0,6.0,-0.3013430498541975,1,0,4.0,1,1,2,True,False
-0.7881715783647478,5.0,6.0,-0.005253584730706596,1,0,4.0,0,1,2,True,False
-0.04453076168186398,3.0,2.0,-1.084049114180643,1,2,5.0,0,1,0,True,False
0.8230501911148338,2.0,1.0,-1.2119914516186197,1,0,4.0,0,3,2,False,False
-0.2924110339094919,1.0,2.0,-0.23737188113520918,1,0,3.0,0,5,2,False,False
-0.6642314422509338,4.0,2.0,-0.0575396173678983,3,2,3.0,0,1,0,False,True
1.6906311439115316,3.0,1.0,-0.554653033729077,1,2,3.0,0,3,0,True,False
0.32728964665957794,3.0,2.0,-0.16963770249157445,1,2,3.0,0,3,0,True,False
-0.7881715783647478,2.0,7.0,-0.45721088199612886,1,0,4.0,0,2,2,False,True
-0.7881715783647478,3.0,2.0,-1.4112329244709487,1,0,3.0,0,4,2,False,True
-0.2924110339094919,4.0,5.0,-0.8032097419096664,2,2,4.0,0,5,0,False,False
1.8145712800253455,4.0,2.0,0.17378646642088924,1,2,3.0,0,3,0,True,False
-0.2924110339094919,3.0,3.0,-0.23737188113520918,3,2,3.0,0,1,0,True,False
-0.2924110339094919,4.0,7.0,-0.8002389446007351,1,2,4.0,0,3,0,True,False
0.07940937443194998,4.0,2.0,-0.3896747565064229,3,2,3.0,0,2,0,False,False
0.07940937443194998,4.0,7.0,0.3862975005864449,1,1,3.0,0,5,1,False,True
-0.5402913061371198,4.0,6.0,0.38213838435394104,3,1,5.0,1,5,1,True,False
2.0624515522529734,4.0,2.0,-1.1351468278942622,1,0,3.0,1,3,2,True,False
-0.04453076168186398,2.0,7.0,0.06089616868149806,1,2,3.0,0,3,0,True,False
0.07940937443194998,5.0,2.0,-0.5043475326311729,1,0,5.0,1,3,2,False,True
-0.9121117144785618,5.0,4.0,1.649084410036196,3,3,4.0,1,5,3,True,False
-0.5402913061371198,4.0,2.0,0.3308426174863931,3,2,3.0,0,2,0,False,False
-0.9121117144785618,3.0,1.0,-0.23737188113520918,3,2,4.0,1,1,0,False,False
-0.16847089779567795,4.0,2.0,1.0135318390788166,1,1,5.0,0,5,1,False,False
-0.04453076168186398,4.0,2.0,-0.23182639282520398,1,2,3.0,0,3,0,True,False
-0.7881715783647478,6.0,4.0,-0.4655291144611366,3,4,4.0,1,5,4,False,True
-0.04453076168186398,3.0,2.0,-1.4783729436527973,3,0,3.0,0,5,2,False,True
-0.7881715783647478,3.0,7.0,-0.1430985798651211,3,1,3.0,0,5,1,True,False
0.9469903272286477,6.0,3.0,-0.5071202767861754,1,0,5.0,1,3,2,True,False
0.07940937443194998,3.0,1.0,1.634626529799397,2,3,5.0,0,3,3,False,False
-0.16847089779567795,4.0,4.0,0.07733458045758485,1,2,3.0,0,5,0,True,False
-1.0360518505923757,4.0,4.0,-0.5520783427280032,1,0,5.0,0,4,2,False,True
-0.41635117002330585,3.0,1.0,0.9291611955051664,1,3,3.0,0,5,3,False,True
-0.7881715783647478,5.0,2.0,2.361679657871862,1,3,3.0,0,4,3,True,False
2.434271960594415,0.0,1.0,-0.7083422811777921,3,2,5.0,0,3,0,False,True
0.20334951054576395,4.0,3.0,-0.18825469896087757,1,0,3.0,0,5,2,True,False
0.07940937443194998,4.0,5.0,-0.5643576382715861,1,0,5.0,0,1,2,False,True
-0.6642314422509338,5.0,6.0,0.9568886370551923,3,1,3.0,0,2,1,False,False
-0.7881715783647478,4.0,2.0,1.7193932796809046,1,1,3.0,0,4,1,False,False
0.07940937443194998,4.0,1.0,0.03851616228754858,3,1,3.0,1,3,1,True,False
2.3103318244806013,2.0,6.0,0.3029171227824385,3,2,3.0,1,4,0,False,True
-0.6642314422509338,3.0,5.0,2.257305645751407,1,4,5.0,0,4,4,True,False
2.434271960594415,4.0,3.0,0.06723386960721826,1,2,3.0,1,1,0,True,False
-1.0360518505923757,4.0,5.0,-0.3878922781210641,3,0,3.0,0,3,2,False,False
-0.2924110339094919,5.0,3.0,-0.49503903439652136,1,0,4.0,0,3,2,True,False
-0.2924110339094919,3.0,1.0,-0.7224040551067338,1,2,3.0,0,3,0,True,False
-0.16847089779567795,3.0,4.0,-0.23737188113520918,1,2,3.0,1,3,0,True,False
-0.6642314422509338,2.0,4.0,0.07198714530150843,1,2,3.0,1,5,0,True,False
-0.7881715783647478,4.0,3.0,0.2785565848492014,3,2,3.0,0,5,0,False,True
0.8230501911148338,2.0,2.0,-1.1111823962688827,1,0,3.0,1,3,2,True,False
1.4427508716839037,4.0,2.0,-1.2723976635668905,3,0,4.0,1,2,2,False,True
-0.2924110339094919,3.0,3.0,-0.7398327326524643,1,2,3.0,0,5,0,True,False
-0.5402913061371198,5.0,8.0,-0.4447335332986172,1,0,4.0,0,4,2,False,False
2.0624515522529734,3.0,6.0,0.9862005038366483,3,3,4.0,0,3,3,True,False
1.9385114161391594,2.0,5.0,0.4233334403711224,1,1,3.0,0,3,1,True,False
-0.04453076168186398,4.0,4.0,0.3264854480999605,1,2,5.0,1,1,0,True,False
-0.16847089779567795,4.0,3.0,0.09813016162010428,1,0,4.0,1,3,2,False,True
-0.9121117144785618,4.0,1.0,-1.0585002573238336,1,0,4.0,0,2,2,False,False
-1.0360518505923757,5.0,3.0,0.9598594343641237,3,2,5.0,0,4,0,True,False
-0.9121117144785618,4.0,1.0,1.6261102441804605,1,3,5.0,0,3,3,False,True
-0.7881715783647478,4.0,3.0,-0.11418281939152265,1,1,3.0,1,1,1,True,False
1.6906311439115316,4.0,1.0,-0.23737188113520918,3,2,3.0,1,1,0,True,False
-0.04453076168186398,3.0,3.0,2.1535257930927387,1,4,3.0,0,4,4,True,False
0.8230501911148338,4.0,3.0,-0.5269255921790511,1,0,3.0,0,4,2,True,False
-0.2924110339094919,3.0,2.0,-0.740030785806393,1,2,3.0,0,3,0,False,True
0.9469903272286477,1.0,4.0,-0.3962105105860719,1,2,5.0,1,1,0,False,True
2.434271960594415,3.0,6.0,-1.0087889156877157,1,0,3.0,0,1,2,False,True
1.8145712800253455,3.0,7.0,0.3767909491978646,3,1,5.0,1,3,1,False,True
1.6906311439115316,3.0,2.0,-1.1208870008113918,1,0,3.0,0,3,2,True,False
1.8145712800253455,3.0,1.0,-0.980071208368046,1,0,4.0,0,5,2,False,True
0.20334951054576395,5.0,3.0,2.826906516450511,2,4,3.0,0,2,4,True,False
1.3188107355700895,3.0,2.0,0.08644502553830764,3,2,3.0,1,2,0,False,True
1.5666910077977176,4.0,6.0,-0.9919543976037714,1,0,4.0,0,1,2,True,False
-0.2924110339094919,4.0,2.0,-0.23737188113520918,3,2,5.0,0,3,0,False,True
2.186391688366787,3.0,1.0,0.45046672245936203,1,1,5.0,0,4,1,False,False
1.9385114161391594,6.0,4.0,-0.22964780813198768,1,0,3.0,0,3,2,False,True
-0.7881715783647478,4.0,3.0,-0.04090315243788276,1,2,3.0,0,3,0,False,True
-1.1599919867061896,3.0,2.0,-1.273585982490463,1,0,3.0,0,2,2,False,True
-0.41635117002330585,3.0,1.0,2.176896065256332,1,4,3.0,0,5,4,False,True
-0.9121117144785618,3.0,1.0,-0.23657966851949414,3,1,4.0,0,4,1,False,True
-0.9121117144785618,3.0,3.0,-1.1814912659135912,1,0,3.0,0,3,2,False,True
0.8230501911148338,4.0,5.0,-0.43799972606503945,3,2,3.0,0,5,0,True,False
0.5751699188872058,3.0,1.0,0.38946635104930505,1,1,3.0,1,5,1,False,True
0.20334951054576395,4.0,2.0,2.3630660299493633,2,3,5.0,0,3,3,False,False
-1.0360518505923757,5.0,6.0,-0.39799298897143065,3,0,5.0,0,3,2,False,True
-1.1599919867061896,4.0,5.0,0.027821291975395734,3,2,3.0,0,1,0,False,True
1.6906311439115316,2.0,2.0,-1.1527735585939216,1,0,3.0,1,4,2,False,False
-0.2924110339094919,1.0,5.0,-0.41819441067216384,1,2,3.0,0,1,0,True,False
-1.0360518505923757,4.0,3.0,0.3177711093270952,1,2,3.0,1,5,0,True,False
1.9385114161391594,3.0,3.0,0.017324474817171642,1,1,3.0,0,3,1,False,True
-0.2924110339094919,3.0,3.0,-0.6511049196923814,1,2,3.0,0,5,0,True,False
-0.04453076168186398,5.0,4.0,0.014551730662169051,1,2,4.0,0,1,0,True,False
-1.1599919867061896,3.0,1.0,2.1947208491099204,1,4,3.0,0,5,4,True,False
1.1948705994562756,3.0,1.0,-1.1496047081310614,1,2,3.0,1,1,0,True,False
-0.2924110339094919,4.0,2.0,-0.6063449069044825,3,2,3.0,0,3,0,False,False
-1.1599919867061896,3.0,1.0,-0.6063449069044825,1,2,3.0,0,4,0,True,False
-1.1599919867061896,3.0,2.0,-0.4720648685407856,1,2,3.0,1,4,0,True,False
-0.6642314422509338,3.0,1.0,-1.2050595912311133,1,0,3.0,1,2,2,False,False
-0.6642314422509338,3.0,3.0,-0.23737188113520918,3,0,4.0,0,3,2,True,False
0.9469903272286477,4.0,3.0,-0.39720077635571566,1,0,3.0,0,1,2,True,False
-1.2839321228200036,3.0,5.0,2.1360971155470083,3,4,3.0,1,5,4,True,False
-0.7881715783647478,4.0,3.0,-0.5003864695525978,1,0,5.0,0,3,2,True,False
1.9385114161391594,6.0,3.0,-0.45721088199612886,3,0,3.0,1,1,2,False,True
-1.0360518505923757,4.0,2.0,-0.15141681233012888,3,2,5.0,0,3,0,True,False
-1.1599919867061896,3.0,1.0,-1.2504137634807986,1,0,3.0,0,3,2,True,False
-0.6642314422509338,4.0,2.0,-0.3496680194128141,1,0,5.0,0,3,2,False,True
-1.1599919867061896,3.0,2.0,-1.2286279165486353,1,0,4.0,1,3,2,True,False
0.07940937443194998,4.0,2.0,-0.2476706451395045,1,0,4.0,1,4,2,True,False
1.4427508716839037,4.0,4.0,1.2630788130290498,1,3,3.0,1,4,3,True,False
-1.1599919867061896,1.0,2.0,-0.6055526942887675,1,2,4.0,1,3,0,False,False
-0.04453076168186398,4.0,3.0,2.686090724007165,1,4,3.0,0,5,4,True,False
-0.04453076168186398,3.0,2.0,-1.1973355182278917,1,0,5.0,0,3,2,False,False
-0.6642314422509338,4.0,8.0,0.5853409202848452,3,1,3.0,0,5,1,True,False
-1.0360518505923757,4.0,3.0,-0.10744901215794493,1,2,4.0,0,5,0,False,False
-0.16847089779567795,4.0,2.0,-0.6911116567859902,1,2,3.0,1,3,0,True,False
2.0624515522529734,3.0,2.0,-1.1173220440406741,1,0,3.0,0,1,2,True,False
-0.7881715783647478,3.0,3.0,-0.2213295756669799,3,1,3.0,0,3,1,False,True
-1.0360518505923757,4.0,8.0,0.31281978047887626,1,2,4.0,0,2,0,False,False
-0.6642314422509338,3.0,4.0,2.0990611757623308,1,4,4.0,0,5,4,True,False
-0.2924110339094919,3.0,2.0,-0.23737188113520918,1,2,3.0,0,1,0,True,False
1.3188107355700895,3.0,5.0,-1.245066328324722,1,0,3.0,0,2,2,False,False
-0.2924110339094919,3.0,1.0,-0.7786511508225006,3,2,3.0,1,5,0,False,False
-0.2924110339094919,3.0,2.0,-0.23737188113520918,1,2,4.0,0,4,0,False,False
-0.41635117002330585,3.0,1.0,2.176896065256332,1,4,3.0,0,5,4,False,True
-1.1599919867061896,5.0,2.0,-1.4233141668606029,3,0,3.0,0,3,2,False,True
-0.9121117144785618,3.0,4.0,0.006431551351090035,1,1,3.0,0,1,1,True,False
-1.1599919867061896,4.0,2.0,-0.5055358515547455,1,2,3.0,0,5,0,True,False
1.3188107355700895,3.0,1.0,0.2795468506188452,1,2,5.0,0,4,0,True,False
-0.41635117002330585,4.0,2.0,0.29301446508600065,1,2,3.0,0,3,0,True,False
-0.04453076168186398,4.0,2.0,0.4429407026100693,3,2,3.0,0,2,0,True,False
-0.04453076168186398,4.0,5.0,0.3819403312000123,3,2,3.0,1,5,0,True,False
-0.16847089779567795,6.0,3.0,2.991686740519236,1,4,3.0,0,4,4,True,False
-0.7881715783647478,5.0,5.0,-0.41581777282501875,1,0,3.0,0,5,2,True,False
-1.1599919867061896,3.0,5.0,-0.5908967608980394,1,2,3.0,0,2,0,False,False
-0.04453076168186398,4.0,3.0,-0.2203393098973361,1,0,3.0,0,1,2,True,False
0.32728964665957794,3.0,1.0,-0.23737188113520918,1,0,3.0,1,4,2,True,False
-0.16847089779567795,4.0,3.0,-0.06605590298683484,3,0,3.0,1,1,2,True,False
-0.7881715783647478,4.0,3.0,2.572408213652059,1,3,5.0,0,3,3,False,False
-0.41635117002330585,4.0,3.0,2.660937973458213,3,4,3.0,0,4,4,True,False
-0.9121117144785618,0.0,1.0,-0.7160663541810135,1,0,3.0,1,3,2,False,True
-0.2924110339094919,3.0,3.0,-0.7659757489710601,1,0,3.0,0,3,2,False,True
1.5666910077977176,4.0,6.0,0.8037935490682636,1,2,4.0,0,3,0,True,False
0.07940937443194998,5.0,2.0,-0.17518319080157965,1,0,3.0,0,2,2,False,True
0.8230501911148338,4.0,3.0,-0.4471101711457623,1,0,3.0,0,4,2,True,False
-0.7881715783647478,5.0,2.0,1.7249387679909098,3,0,3.0,0,5,2,False,True
-0.6642314422509338,2.0,3.0,-0.08863396253471306,1,0,3.0,0,5,2,False,False
-0.7881715783647478,3.0,1.0,1.0159084769259616,1,1,3.0,0,4,1,True,False
-1.1599919867061896,4.0,2.0,0.9818433344502157,1,3,4.0,0,1,3,True,False
0.07940937443194998,4.0,4.0,-0.5207859444072597,1,0,5.0,0,2,2,False,False
-0.41635117002330585,4.0,2.0,0.030395982976469567,2,2,4.0,1,5,0,True,False
-0.04453076168186398,3.0,4.0,-0.07061112552719623,3,1,3.0,1,2,1,True,False
-1.0360518505923757,4.0,3.0,2.901374502327723,3,4,3.0,0,2,4,True,False
-0.5402913061371198,4.0,3.0,0.6110878302955836,1,1,5.0,0,1,1,False,True
0.20334951054576395,4.0,2.0,-0.40532095566679466,1,2,4.0,0,4,0,False,True
-0.9121117144785618,5.0,1.0,-0.37897988619427003,3,2,3.0,0,5,0,False,True
-1.1599919867061896,3.0,1.0,0.16843903126481283,1,1,5.0,0,1,1,True,False
-0.04453076168186398,3.0,2.0,-0.6210008402952104,2,0,3.0,0,1,2,True,False
-0.5402913061371198,3.0,7.0,0.2876670299299242,3,2,3.0,0,1,0,False,False
-1.0360518505923757,5.0,3.0,-0.18072867911158483,1,0,5.0,0,3,2,True,False
0.32728964665957794,2.0,2.0,-0.16963770249157445,1,2,3.0,0,5,0,True,False
-0.6642314422509338,5.0,5.0,0.640795803384897,3,2,3.0,1,3,0,True,False
-0.7881715783647478,3.0,4.0,1.7900982556334708,1,3,3.0,1,5,3,True,False
1.8145712800253455,5.0,2.0,-1.2290240228564928,1,0,3.0,1,3,2,False,True
-0.41635117002330585,4.0,1.0,-1.2593261554075925,1,0,3.0,0,2,2,True,False
-0.7881715783647478,5.0,2.0,-0.1908293899619514,1,0,3.0,0,3,2,False,True
-0.7881715783647478,3.0,2.0,0.03712979021004729,1,2,3.0,0,3,0,False,True
1.8145712800253455,3.0,3.0,-0.6550659827709565,1,2,3.0,0,1,0,False,True
0.20334951054576395,4.0,2.0,1.7025587615969604,1,1,3.0,0,3,1,False,True
-0.16847089779567795,1.0,7.0,-1.0699873402517013,1,0,5.0,0,3,2,True,False
-0.04453076168186398,4.0,2.0,-1.2555631454829461,1,0,3.0,0,4,2,False,True
-0.16847089779567795,5.0,2.0,-1.272793769874748,1,0,5.0,1,3,2,True,False
2.3103318244806013,4.0,2.0,1.1789062226093283,1,1,5.0,0,4,1,True,False
-0.9121117144785618,3.0,2.0,-1.2935893510372674,3,0,3.0,0,2,2,False,False
-0.2924110339094919,3.0,2.0,-0.23737188113520918,1,2,4.0,0,3,0,False,False
-1.1599919867061896,3.0,5.0,-0.40254821151179204,1,2,3.0,0,3,0,True,False
2.434271960594415,5.0,3.0,0.3653038662699967,3,2,3.0,0,5,0,True,False
-0.16847089779567795,4.0,2.0,0.10862697877832837,1,0,3.0,1,4,2,False,True
-0.6642314422509338,5.0,2.0,-0.35620377349246307,1,2,3.0,0,4,0,True,False
1.0709304633424617,3.0,2.0,-0.34491474371852393,1,2,3.0,1,1,0,True,False
-0.6642314422509338,3.0,1.0,0.20527691789556152,3,1,5.0,1,4,1,False,True
-0.2924110339094919,3.0,1.0,0.6829811251717222,1,1,4.0,0,5,1,False,True
1.8145712800253455,2.0,4.0,0.17695531688374935,1,1,3.0,1,4,1,True,False
-0.9121117144785618,1.0,6.0,-0.4294834404461029,1,2,3.0,0,3,0,True,False
0.07940937443194998,4.0,3.0,-0.5540588742672907,1,0,3.0,0,2,2,False,False
-1.0360518505923757,2.0,3.0,0.6980331648703076,3,1,5.0,0,3,1,True,False
-0.7881715783647478,4.0,3.0,-0.0620948399082597,3,2,3.0,0,2,0,False,True
0.20334951054576395,3.0,2.0,-0.33917120225459,1,2,5.0,1,2,0,False,False
-0.5402913061371198,3.0,3.0,-0.3752168762696237,1,2,3.0,0,3,0,False,False
-1.1599919867061896,4.0,4.0,-1.1381176252031935,1,0,5.0,1,4,2,False,True
1.3188107355700895,3.0,2.0,0.28430012631313534,3,2,3.0,0,2,0,False,True
-0.6642314422509338,3.0,1.0,-0.3975968826635731,3,2,3.0,0,2,0,False,False
0.07940937443194998,3.0,1.0,-1.1608937379050006,1,0,3.0,0,5,2,False,False
-0.6642314422509338,4.0,3.0,0.13734468609799805,3,2,3.0,0,2,0,False,False
-1.1599919867061896,4.0,1.0,-0.6085234915976988,3,2,3.0,0,5,0,False,True
-0.04453076168186398,4.0,2.0,0.014947836970026563,1,1,4.0,0,2,1,False,True
2.3103318244806013,2.0,6.0,0.3029171227824385,3,2,3.0,1,4,0,False,True
-1.1599919867061896,1.0,3.0,1.2252506606286573,1,3,3.0,0,5,3,True,False
1.4427508716839037,6.0,5.0,-0.06110457413861592,3,2,3.0,1,3,0,True,False
1.3188107355700895,3.0,2.0,-1.2652677500254552,3,0,3.0,0,3,2,True,False
-0.16847089779567795,3.0,2.0,-0.46176610453649025,3,2,4.0,0,2,0,False,False
-0.2924110339094919,4.0,6.0,0.3237127039449579,3,2,3.0,0,3,0,True,False
1.9385114161391594,4.0,4.0,0.6962506864849488,1,1,4.0,0,3,1,False,False
-1.1599919867061896,3.0,2.0,2.109557992920555,1,4,3.0,1,3,4,True,False
0.07940937443194998,4.0,4.0,2.0984670163005448,2,4,3.0,0,2,4,True,False
-0.6642314422509338,4.0,3.0,0.9044045512640718,1,1,3.0,0,2,1,False,False
1.3188107355700895,3.0,2.0,-0.3195639400156431,3,2,3.0,0,1,0,True,False
1.0709304633424617,5.0,3.0,0.61801969068309,2,1,5.0,0,3,1,False,True
-0.2924110339094919,4.0,5.0,-0.3623434212642545,1,0,3.0,0,1,2,False,True
-1.1599919867061896,3.0,1.0,0.3874858195100175,1,1,3.0,0,5,1,True,False
-0.41635117002330585,4.0,3.0,-0.39937936104893196,3,0,3.0,1,2,2,False,True
-0.7881715783647478,5.0,3.0,-0.06229289306218846,1,2,3.0,0,1,0,False,True
1.3188107355700895,4.0,2.0,-0.19122549626980892,1,2,3.0,0,5,0,True,False
-1.1599919867061896,4.0,1.0,2.2683966223714176,1,4,3.0,0,2,4,False,False
1.4427508716839037,4.0,5.0,0.10842892562439961,1,2,3.0,1,1,0,True,False
-0.04453076168186398,4.0,2.0,0.21260488459092552,3,1,3.0,0,5,1,False,True
-0.5402913061371198,5.0,2.0,1.1858380829968347,3,1,3.0,0,1,1,True,False
-0.2924110339094919,3.0,5.0,-0.7487451245792583,1,2,4.0,0,3,0,True,False
1.6906311439115316,5.0,1.0,-1.1567346216724967,1,0,3.0,0,1,2,True,False
-0.2924110339094919,1.0,1.0,-0.9838342182926922,1,0,5.0,0,1,2,False,True
-0.2924110339094919,3.0,2.0,-0.23737188113520918,1,2,3.0,0,3,0,True,False
-0.16847089779567795,4.0,3.0,-0.2726253425345278,1,2,3.0,0,5,0,True,False
0.8230501911148338,6.0,8.0,-0.28609295700168325,3,2,3.0,1,1,0,True,False
